id,weibo_content,weibo_place,publish_time,publish_tool,up_num,retweet_num,comment_num
1950,今天的大 @南京晨报 [good][握手][耶] http://t.cn/RiSpVcq,无,2017-03-05 20:13,360安全浏览器,2934,30,101
1951,@中国新闻网  [good][握手][耶] “孙悟空”南京会粉丝 分享生活中的“美猴”故事,无,2017-03-05 17:49,中新网微博,1293,20,43
1952,"转发理由:[good][握手][作揖]
原始用户: 光影先生1981
转发内容: 今天下午六爷在出生地上海－被誉为“最美书店”的钟书阁孙《行者》与大家见面…[嘻嘻][握手][耶]@六小龄童",无,2017-03-05 15:25,360安全浏览器,3604,62,174
1953,今天上午在 @六小龄童艺术馆 内分别接受浙江电视台、@佛教文化杂志 记者的釆访 [good][握手][作揖],无,2017-03-05 12:01,iPhone 6 Plus,4126,55,163
1954,今天（农历二月初八）是释迦牟尼佛出家日，请大家多做善事，祈愿国泰民安，全球和平，一切有情众生离苦得乐，究竟圆满，世界无有灾厄！顶礼南无本师释迦牟尼佛！,无,2017-03-05 10:45,360安全浏览器,9277,733,430
1955,今天是毛泽东主席题词“向雷锋同志学习”发表54周年，也是学雷锋纪念日，有幸成为湖南雷锋小学的荣誉校长，我们大家一起学习、宣传、践行为人民服务的“雷锋精神”，弘扬传统美德。,无,2017-03-05 09:41,360安全浏览器,6510,279,231
1956,今天是我们敬爱的周恩来总理119周岁冥诞，他深受中国乃至世界人民的尊敬和爱戴。1957年12月14日周总理在上海中苏友好大厦观看我父亲六龄童、二哥小六龄童等演出的绍剧《大闹天宫》后，上台接见并怀抱小六龄童扮演的小猴合影留念，留下了极其珍贵的瞬间……我先后在 @演员郭凯敏 导演的电视电影《1939·恩来回故里》、 @田禾导演 的20集电视连续剧《贺龙传奇》中扮演过周总理，希望能拍成一部全景式反映周总理一生的传记电视连续剧。我有幸出任作为全国唯一一所以周总理的名字命名的江苏淮安“周恩来红军小学”的名誉校长，愿与青少年们一起继续传承周总理“为中华之崛起而读书”的精神，发奋学习、健康成长，为“中国梦”的实现不懈努力，不断前行。http://t.cn/RGTuEhj,无,2017-03-05 08:33,360安全浏览器,11631,763,446
1957,玄奘大师故里：大 @洛阳晚报 [强壮][握手][作揖][祈祷][祈祷][祈祷]http://t.cn/RiJBsYi,无,2017-03-04 21:48,iPhone 6 Plus,2211,28,106
1958,@人民数字-江苏 [good][握手][耶]  【数字快讯】六小龄童首部自传《行者》南京签售,无,2017-03-04 20:11,360安全浏览器,3303,35,126
1959,转发微博已被删除,无,2017-03-04 19:30,iPhone 6 Plus,4422,38,308
1960,转发微博已被删除,无,2017-03-04 18:34,iPhone 6 Plus,6223,76,468
1961,再见了大南京[作揖]孙《行者》直奔大上海与大家欢聚[祈祷],无,2017-03-04 16:17,iPhone 6 Plus,5403,79,264
1962,孙《行者》明天下午大上海不见不散 [呲牙][握手][耶],无,2017-03-04 15:34,iPhone 6 Plus,2958,45,172
1963,上午大南京夫子庙《行者》之行[呲牙][握手][作揖],无,2017-03-04 11:27,iPhone 6 Plus,7711,140,571
1964,"转发理由://@小星星-L：图书馆借的《周恩来的文艺生活》看到了这张照片，但是却说是周总理和八岁的小演员六小龄童的合影，看来是作者搞错了啊
原始用户: 六小龄童
转发内容: [握手][作揖][祈祷]“六小龄童图书馆”在江苏淮安“周恩来红军小学”正式揭牌",无,2017-03-03 20:57,iPhone 6s Plus,2689,27,101
1965,[握手][作揖][祈祷]“六小龄童图书馆”在江苏淮安“周恩来红军小学”正式揭牌,无,2017-03-03 20:09,iPhone 6 Plus,4400,81,208
1966,敬爱的周恩来总理诞辰119周年纪念活动，于今天下午二时在江苏淮安、也是全国唯一的一所“周恩来红军小学”隆重举行，我作为该校名誉校长同时与当地及学校领导共同见证“六小龄童图书馆”正式揭牌，并为品学兼优的第三届获奖同学颁发“六小龄童奖”！@淮安发布 @魅力淮安 @新淮安网 @淮安网 @淮安身边事 @淮安头条 @魅力淮安网 @淮安日报 @淮海晚报 @扬子晚报 [握手][耶][拳头][作揖][祈祷][加油],无,2017-03-03 17:42,iPhone 6 Plus,5395,122,208
1967,4日下午二时南京 @大众书局 《行者》再行[握手][作揖][耶],无,2017-03-03 16:25,iPhone 6 Plus,3976,50,198
1968,孙《行者》4日与您在大南京不见不散[握手][耶][作揖]六小龄童周六来宁，约吗？,无,2017-03-03 07:46,iPhone 6 Plus,3872,58,205
1969,凌晨5时许赶往首都机场，孙《行者》吴承恩先生故乡江苏行……[good][握手][耶],无,2017-03-03 07:30,iPhone 6 Plus,9984,79,483
1970,今天（农历二月初五）是唐代著名高僧、佛学家、翻译家、旅行家、思想家、哲学家玄奘大师圆寂玉华山1353年纪念日，作为河南偃师玄奘故里纪念馆名誉馆长、陕西铜川玉华玄奘纪念馆名誉馆长、瓜州玄奘取经博物馆名誉馆长，愿与大家共同弘扬玄奘精神，传承西游文化，玄奘大师千古！[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷]深切缅怀一代世界文化伟人、法门领袖 玄奘圆寂玉华山1353周年,无,2017-03-02 20:30,iPhone 6 Plus,3453,69,145
1971,"转发理由:很荣幸再次当选中国电视艺术家协会演员工作委员会副会长，任重道远，感谢观众朋友们的支持。
原始用户: 中国电影报道
转发内容: “视协委”换届会议举行   靳东佟丽娅要为影视新人“代言”——3月1日，中国电视艺术家协会演员工作委员会在北京举行了换届工作会议暨第二届理事工作会议。陶玉玲、六小龄童、刘江、冯远征、靳东、佟丽娅、宋春丽、侯勇、颜丙燕、吕丽萍等新老成员纷纷出席了会议。现场公布了中国视协演员工作委员会第二届组织机构的名单，并为新成员颁布了聘书。 秒拍视频 .",无,2017-03-02 18:00,iPhone 6 Plus,3378,54,143
1972,这是我？[呲牙] 六小龄童穿衣打扮都能跟上时代步伐，唯独一点还是那么复古,无,2017-03-02 17:25,iPhone 6 Plus,2159,26,139
1973,"转发理由:3月4日下午14:00在大众书局新街口南京书城（南京市汉中路6号）,3月5日下午13:00在上海钟书阁闵行店（上海市闵行区沪闵路269号），读者见面会不要门票，各年龄读者都可去书店参加，要提前若干个小时到达，准时或迟到都会与我擦肩而过。[good][握手][作揖]
原始用户: 北京长江新世纪
转发内容: #周末活动# 本周末六小龄童老师将在#南京#和#上海#举行读者见面会啦~[鼓掌]3月4日周六下午2点在大众书局新街口南京书城~3月5日周日下午1点在上海钟书阁闵行店~@六小龄童 与你相约[嘻嘻]活动详见海报[来]",无,2017-03-02 10:48,360安全浏览器,2241,56,174
1974,"本周末孙《行者》与你相约在南京和上海：3月4日下午14:00在大众书局新街口南京书城（南京市汉中路6号）,3月5日下午13:00在上海钟书阁闵行店（上海市闵行区沪闵路269号），错过了我去年8月在上海书展和南京新街口新华书店见面会的读者这次不要再错过哦！[耶]",无,2017-03-01 21:14,360安全浏览器,2455,58,180
1975,今天上午在北京举行的“第二届中国电视艺术家协会演员工作委员会”新当选的会长、副会长（部分）留影，大家能猜中几位[呲牙][good][握手][耶][作揖][祈祷] @中视协演员工作委员会,无,2017-03-01 20:16,iPhone 6 Plus,3160,31,155
1976,再次当选中国电视艺术家协会演员工作委员会副会长，任重道远……[作揖][握手][祈祷] @中视协演员工作委员会,无,2017-03-01 16:47,iPhone 6 Plus,4256,63,290
1977,大南京是我去过次数最多的城市之一，3月4日下午14:00孙《行者》在大众书局新街口南京书城再次与南京的读者见面，读者见面会不要门票，各年龄读者都可去书店参加，要提前若干个小时到达，准时或迟到都会与我擦肩而过，错过了我去年8月在南京新街口新华书店见面会的读者这次不要再错过哦！@大众书局 “美猴王驾到！”——六小龄童本周要来新街口签售啦,无,2017-03-01 09:25,360安全浏览器,3260,78,258
1978,央视版电视剧《西游记》之所以能够顺利拍摄完成，既有各级领导的支持和关注，也与诞生电视剧四大名著等的大功臣、开创者及奠基人之一的原中央电视台副台长、中国电视剧制作中心主任阮若琳女士鼎力支持、力排众议分不开的，她对我扮演的美猴王从开始摸索前行到最后完成演绎一直都在鼓励加劲，我调入中国电视剧制作中心后她又成为我的领导…… 今天是阮若琳女士88岁冥诞，我们全家人永远怀念她。,无,2017-03-01 08:16,360安全浏览器,4995,111,300
1979,"转发理由:[握手][耶][作揖]
原始用户: 胡雪桦
转发内容: 我的心声@电影上海王官博 @胡军 @YUNAN男男 @郭采洁 @凤小岳 @秦昊Jeff @李梦VIVIEN @金星 @火狐虹影 @何爷微博 @电影人程青松 @聚美陈欧 @芭蕾公主侯宏澜 @可凡倾听 @焦雄屏 @蒲巴甲 @刘晓庆 @李小璐Super璐 @任仲伦",无,2017-02-28 21:00,360安全浏览器,2796,100,121
1980,吴承恩先生的家乡江苏，大南京：俺孙《行者》又来也[握手][作揖][祈祷],无,2017-02-28 16:25,iPhone 6 Plus,5133,63,290
1981,拜读北派猴王李万春先生、李少春先生二位前辈大师专著 [作揖][good][祈祷],无,2017-02-28 15:51,iPhone 6 Plus,4439,31,108
1982,今天，玄奘大师故里大 @洛阳日报 刊文 [good][握手][祈祷] 六小龄童：弘扬玄奘精神 洛阳应有大作为,无,2017-02-28 11:59,iPhone 6 Plus,2808,43,152
1983,@大河网 [good][握手][耶] 六小龄童携自传现身洛阳 呼吁“孙悟空”成为2022冬奥会吉祥物,无,2017-02-27 15:38,360安全浏览器,3344,42,147
1984,中国北京一一澳大利亚悉尼[握手][作揖]请点击文章链接阅读澳洲华人 @青草令  对我的采访 他是延续了三十年的传奇，却想超越自己亲手缔造的高峰…（令类专访08）,无,2017-02-27 13:00,iPhone 6 Plus,2162,39,101
1985,昨天下午一时，玄奘大师故里河南大洛阳启动助力“美[猴子]王”成为2022年北京冬奥会吉祥物活动、孙《行者》自传该市首发，谢谢大家的关注与支持[握手][作揖][祈祷] @洛阳同城会 六小龄童突然造访洛阳，还在西工当众耍起了金箍棒...,无,2017-02-27 11:59,iPhone 6 Plus,2106,48,91
1986,今天是我的佛教师父一诚长老91岁寿辰，欣逢二月二龙抬头的好日子。我于2008年4月2日在北京广济寺成为佛教居士，一诚长老时任中国佛教协会会长。一诚长老在世界各地弘法利生，悲智双运，为当今世界的和平事业奉献了非凡智慧，为华夏安宁、世界和平倾奉毕生心力。祝一诚长老法体安泰，福臻德祥！[蛋糕][蛋糕][蛋糕][祈祷][祈祷][祈祷],无,2017-02-27 08:19,iPhone 6 Plus,7489,159,332
1987,2017年2月26日下午66大顺：玄奘大师故里助力“美猴王”申请冬奥会吉祥物活动正式启动及我的首部自传《行者》（ @长江文艺出版社 出版）在历史文化名城大洛阳首发仪式顺利举行[握手][耶][作揖],无,2017-02-26 16:02,iPhone 6 Plus,3311,63,296
1988,距洛阳购书中心的《行者》读者见面会不到一个小时了，现场已聚集了大批读者。 秒拍视频 .,无,2017-02-26 12:10,秒拍网页版,4026,59,258
1989,"转发理由:洛阳的读者朋友：今天下午1时孙《行者》在贵市的新华书店与大家不见不散[作揖][握手][耶]//@洛阳全攻略: 六小龄童老师又要来洛阳了，2月26日洛阳新华书店，约吗？[话筒][心]
原始用户: 北京长江新世纪
转发内容: #周末活动#六小龄童老师携《#行者#》读者见面会来 #许昌# 和 #洛阳# 啦~2月25日下午2点许昌市新华书店许都书城~2月26日下午1点洛阳购书中心~大圣行者@六小龄童 与你不见不散~[微笑]",无,2017-02-26 09:00,360安全浏览器,2897,46,196
1990,他是东北抗联的主要创建者，率东北军民与日寇血战于白山黑水间；他英勇顽强，是连敌军都敬佩的抗日英雄。在冰天雪地、弹尽粮绝的情况下，他孤身一人与日寇周旋，靠吃草根树皮和棉絮，战斗至最后一息。今天是杨靖宇将军112周岁冥诞，我曾于2013年6月16日到吉林通化的杨靖宇烈士陵园祭奠，希望一代又一代青少年能记住杨靖宇等老一辈革命英雄事迹，有条件的学校要定期进行爱国主义教育，让孩子们知道今天的幸福生活来之不易，更加热爱我们的祖国。,无,2017-02-26 08:37,360安全浏览器,7311,234,348
1991,"转发理由:刚从书店得知，今天下午签了近三千本书[拳头][ok][耶]
原始用户: 六小龄童
转发内容: 2个多小时签售2000余本孙《行者》[呲牙]大许昌[作揖][握手][祈祷]",无,2017-02-25 20:33,iPhone 6 Plus,6117,83,489
1992,2个多小时签售2000余本孙《行者》[呲牙]大许昌[作揖][握手][祈祷],无,2017-02-25 20:00,iPhone 6 Plus,6073,151,440
1993,我国历史文化名城河南大许昌的热情读者朋友们[good][握手][祈祷]今天，六小龄童真的来许昌了！这2000余名许昌读者是最幸运的人！,无,2017-02-25 18:01,iPhone 6 Plus,2748,55,183
1994,衷心希望在“中丹旅游年”再访丹麦，共叙中丹友谊。@丹麦驻华大使馆 @戴世阁大使 习近平向2017“中丹旅游年”开幕式致书面贺词,无,2017-02-25 11:01,iPhone 6 Plus,4065,47,188
1995,中国国际广播电台CRI社交FB账号《玉莹信箱》栏目以越语转发这组巨人姚明和六小龄童合影组图，越南网友留言说“孙悟空”萌得不行不行了[开心][耶][握手]@你会赢-,无,2017-02-25 09:21,iPhone 6 Plus,3844,39,180
1996,现在进行时北京西站：孙《行者》目的地在河南大许昌[good][握手][耶],无,2017-02-25 08:41,iPhone 6 Plus,6214,81,437
1997,应尼泊尔驻华大使利拉·马尼·鲍德尔的邀请出席今晚在尼泊尔驻华使馆举行的该国建军节盛典，分别与马尔代夫共和国驻华大使费萨尔·穆罕默德及夫人、斯里兰卡驻华大使卡鲁纳塞纳·科迪图瓦库等留影 [握手][作揖][祈祷] @尼泊尔大使馆官方微博 @马尔代夫驻华大使馆 @马尔代夫大使费萨尔,无,2017-02-24 20:16,iPhone 6 Plus,5210,59,304
1998,2月25日（本周六）下午14:00孙《行者》在许昌市新华书店许都书城（东城区博物馆东隔壁）与您不见不散，不要门票，各年龄读者都可去书店参加，要提前若干个小时到达，准时或迟到都会与我擦肩而过。错过了我去年7月在郑州的见面会的读者这次不要再错过哦！许昌人有福了！六小龄童要来许昌！一起期待“大圣归来”品鉴艺术人生...,无,2017-02-24 09:30,360安全浏览器,3345,56,267
1999,热心网民的那组穿越照发布后，有部分网民朋友喜欢我的女装，也有的认为我不适合女装，我于1994年在谢晋导演任总导演、武珍年任导演的十五集电视连续剧《大上海屋檐下》中饰演京剧武生颜世鹏，并在戏中戏京剧《高老庄》中反串了高小姐，大家看看这张剧照觉得我适合女装吗？其实演员要去扮演各种不同的角色，有适合我的角色我都会去演。,无,2017-02-23 18:01,360安全浏览器,3644,66,372
2000,热心网民朋友做的，大家觉得哪种好？[呲牙],无,2017-02-23 16:00,iPhone 6 Plus,9863,202,2090
2001,江苏淮安市淮安区吴承恩故居、美猴王世家艺术馆 [good][握手][作揖]    你走过的时光，是我向往的过去，追梦吴承恩故居,无,2017-02-23 14:44,360安全浏览器,2255,45,138
2002,恭贺姚明先生当选新一届中国篮协主席[good] http://t.cn/RiP17aw,无,2017-02-23 11:21,360安全浏览器,11750,170,580
2003,2月25日（本周六）下午14:00孙《行者》在许昌市新华书店许都书城（东城区博物馆东隔壁）与您不见不散，不要门票，要提前若干个小时到达，准时或迟到都会与我擦肩而过，能否合影要看书店工作人员的安排。【六小龄童驾到】本周六——许昌新闻广播将组织电台小主播与“孙大圣”面对面,无,2017-02-23 10:24,360安全浏览器,3185,62,196
2004,玄奘大师故里孙《行者》前来参拜[祈祷][祈祷][祈祷][祈祷][祈祷][祈祷],无,2017-02-22 18:41,iPhone 6 Plus,2591,28,146
2005,踏雪潘家园，快到通天河了……[呲牙][握手][耶],无,2017-02-22 13:41,iPhone 6 Plus,8871,70,430
2006,新加坡道教学院寄来的新年祝福[作揖][作揖][作揖] 衷心希望共同携手弘扬中华道家文化，迎接即将在我国武当山举行的“第四届国际道教论坛”的成功举行！[good][握手][耶],无,2017-02-22 10:38,360安全浏览器,4460,40,192
2007,河南大许昌25日下午孙《行者》与您不见不散[呲牙][握手][耶] 许昌、洛阳《行者》读者见面会时间安排：2月25日14:00在河南许昌的许都书城、2月26日13:00在河南洛阳的洛阳书城。2月25日，大圣归来——六小龄童许昌读者见面会,无,2017-02-21 21:37,iPhone 6 Plus,2498,74,245
2008,新年《行者》首站之行一一大河南  [握手][耶][作揖] 大圣，再次盼到你！ 悟空，我们在许昌洛阳等你~ @长江文艺北京中心,无,2017-02-21 19:02,360安全浏览器,4222,61,387
2009,瑞雪丰年[呲牙][作揖][祈祷],无,2017-02-21 15:51,iPhone 6 Plus,11920,72,519
2010,越南驻华大使邓明魁先生的新年祝福[握手][作揖][祈祷],无,2017-02-21 13:08,iPhone 6 Plus,5836,33,266
2011,[good] 习近平：将传统文化当做独特战略资源,无,2017-02-21 09:10,iPhone 6 Plus,1628,59,113
2012,六小龄童为纪念二哥小六龄童拍摄《猴娃》，因倾力出演父亲六龄童再捧“金鹰” 六小龄童为纪念二哥小六龄童拍摄《猴娃》，因倾力出演父亲六龄童再捧“金鹰”,无,2017-02-20 21:00,360安全浏览器,4883,84,290
2013,[呲牙][握手][good][耶][作揖][祈祷]《西游记》珍贵“穿帮”照：如来穿军大衣，孙悟空吃盒饭 《西游记》珍贵“穿帮”照：如来穿军大衣，孙悟空吃盒饭,无,2017-02-20 18:34,iPhone 6 Plus,4040,263,431
2014,今天（农历正月二十四）是我的二哥章金星（艺名小六龄童）67岁冥诞，他的表演艺术天真、淳朴、诙谐、幽默，深受海内外观众的喜欢，为章氏猴王世家猴戏艺术作出重要贡献，被《中国戏剧艺术家辞典》誉为中国最有名的戏曲小神童，其艺术成就被载入多部中国名人传记及教材。二哥在17岁时因白血病去世，如今他在天堂可以与伯父七龄童、父亲六龄童及其他绍剧前辈一起演绍剧猴戏，我们会永久深深的怀念他。,无,2017-02-20 08:27,360安全浏览器,9502,320,815
2015,"转发理由:“六小龄童版孙悟空惊现法国巴黎塞纳河上……”
原始用户: Sophie靠不谱
转发内容: 塞纳河上惊现六小龄童版的孙悟空 船上吃个饭游个河顺便取个经[笑cry][笑cry][笑cry]#made in china# 法国·巴黎",无,2017-02-19 08:53,iPhone 6 Plus,6044,95,438
2016,今天下午出品方主创团队[猴子]哥[猪头]弟鸡年再议大电影《敢问路在何方》！敬请大家期待与关注 [good][握手][耶]@儒意影业 @马德华,无,2017-02-18 22:04,iPhone 6 Plus,9755,188,915
2017,惊悉著名越剧表演艺术家、国家级非物质文化遗产传承人、越剧范派创始人、家父六龄童的老友范瑞娟先生于今日中午去世，享年93岁，深感痛惜[泪]这是我国越剧艺术的重大损失。范先生一路走好！[祈祷][祈祷][祈祷],无,2017-02-17 14:28,iPhone 6 Plus,8300,314,650
2018,"转发理由:转发微博
原始用户: 光影先生1981
转发内容: 中国邮政首家《六小龄童邮局》开业纪念邮册隆重发行[呲牙]首发纪念邮册内照片由六小龄童邮局艺术总监、六小龄童工作室摄影总监张克强拍摄提供[呲牙][抱拳][胜利][拳头]喜欢收藏的朋友如需购买请给六小龄童邮局何丽女士打电话18996190566咨询.@六小龄童",无,2017-02-17 12:39,iPhone 6 Plus,2992,75,154
2019,北梅（梅兰芳先生）南欧（欧阳予倩先生）[good][作揖][祈祷]回忆父亲欧阳予倩,无,2017-02-16 21:00,iPhone 6 Plus,2545,32,128
2020,新年敬收星云师父来自宝岛台湾佛光山的祝福 @星雲大師 [祈祷][祈祷][祈祷][祈祷][祈祷][祈祷],无,2017-02-16 09:16,iPhone 6 Plus,5058,42,268
2021,六小龄童与《啼笑因缘》 六小龄童与《啼笑因缘》,无,2017-02-15 20:08,360安全浏览器,2294,30,106
2022,今天是我国著名章回小说家、鸳鸯蝴蝶派代表作家张恨水先生去世50周年忌日，2002年我在由黄蜀芹任总导演、根据张恨水先生的同名小说改编的电视连续剧《啼笑因缘》中饰演江湖艺人、抗日老英雄关寿峰，这是个武功不凡、嫉恶如仇的人物形象，较能发挥自己的表演特长，开始在准备角色时我反复阅读了原著、剧本，观摩、吸收前人表演的优势再加上我的特点融入角色……曾有观众问我为何不尝试一下功夫片或者动作片？我一直希望有合适的机会与各年龄段、各种艺术风格的导演合作此类影视作品。http://t.cn/RG6ceLu [握手][作揖][祈祷],无,2017-02-15 08:22,iPhone 6 Plus,6196,104,259
2023,感谢  @一笑倾城的云淡风轻  、 @-时间已北慕城南-  等朋友的提醒，我在缅怀程之先生的微博中多打了一个字，希望以后每个人都能把事做细做准。,无,2017-02-14 18:14,360安全浏览器,3935,24,142
2024,著名表演艺术家程之先生素以扮演反派角色著称，曾在央视版电视剧《西游记》中饰演金池长老，给西游迷们留下算了深刻的印象，他在拍摄期间给我题字“精益求精”，一直鼓励我在艺术上不断进取。今天是程之先生去世22周年忌日，深切缅怀。,无,2017-02-14 11:15,360安全浏览器,7736,144,409
2025,二十多年前我与同龄的未婚青年们在电影《周末恋爱角》中追求自己的爱情，二十多年后我在情人节祝福天下有情人终成眷属，永浴爱河！电影《周末恋爱角》主题歌MV,无,2017-02-14 08:15,360安全浏览器,7726,109,394
2026,刚刚收到由中国道教协会副会长、北京市道教协会会长 @黄信阳 道长寄来的邀请函：六小龄童先生作为特邀嘉宾出席将于今年5月10日至12日在湖北武当山举行的“第四届国际道教论坛”并讲演一一“孙悟空是道家最具影响力的弟子”[作揖][作揖][作揖][作揖][作揖][作揖],无,2017-02-13 22:12,360安全浏览器,5380,117,343
2027,中国国际广播电台CRI 《玉莹信箱》栏目发布六小龄童向越南粉丝致以元宵佳节的祝福与问候[猴子][作揖][耶]@你会赢-,无,2017-02-12 20:33,iPhone 6 Plus,3378,30,154
2028,现在进行时：北京十里河花鸟鱼虫市场[呲牙][握手][good],无,2017-02-12 14:42,iPhone 6 Plus,7408,46,338
2029,泰中友好关系协会主席韩文华先生发来2005年9月我赴泰国曼谷参加中泰建交30周年庆典活动晚会《地久天长》演出的视频，送给我作为元宵节的祝福，令我回忆起我与泰国饰演哈奴曼的演员共同表演的情景，这是中国的孙悟空与泰国的哈奴曼第一次同台演出。今年是中泰建交42周年，愿中泰友谊万古长青！六小龄童在泰国演出《美猴王》,无,2017-02-11 19:00,360安全浏览器,4342,48,180
2030,30多年前的视频[呲牙][握手][作揖]六小龄童真实功夫表演 动作叹为观止,无,2017-02-11 17:09,iPhone 6 Plus,2539,137,292
2031,元宵节灯谜：打四字著名演员：赤子、襁褓、孩提、垂髫、黄口、囡囡。迷底：六小龄童[呲牙]奖励猜对朋友一个衷心的祝福：新年吉祥！[作揖][握手][祈祷],无,2017-02-11 16:17,iPhone 6 Plus,6665,58,327
2032,元宵节灯谜：打四字著名演员：赤子、襁褓、孩提、垂髫、黄口、囡囡。[呲牙][握手][耶],无,2017-02-11 09:26,iPhone 6 Plus,12237,113,947
2033,今天是春节之后的第一个重要节日元宵节，今晚将是一年中的第一个月圆之夜，祝大家阖家团圆、节日快乐！,无,2017-02-11 08:01,iPhone 6 Plus,9565,151,533
2034,老故事新感受 [作揖][作揖][作揖][祈祷][祈祷][祈祷] 六小龄童的秒拍视频,无,2017-02-10 18:47,iPhone 6 Plus,4182,295,239
2035,腾讯新闻：六小龄童庆母冥诞 晒两代美猴王同框照 http://t.cn/RJcTf2o,无,2017-02-10 13:30,分享按钮,14277,128,549
2036,我与中国乒坛宿将庄则栋先生是忘年交，他也是我的良师益友，他对我国乒乓球事业的贡献激励着我为国争光，生命中的最后几年他一直在与癌症做顽强的斗争，2007年12月19日我参加了他与日本妻子佐佐木敦子结婚20周年婚庆，2009年6月8日我在北京市红十字会第九次会员代表大会上与他最后一次见面。庄则栋先生在乒坛一直努力争做第一，也取得了无数个第一，目前是世锦赛三连冠的唯一优秀运动员。今天是庄则栋先生去世4周年忌日，愿他在天堂里一切安好、再续乒乓情缘。,无,2017-02-10 10:09,360安全浏览器,7711,710,225
2037,今天是母亲严茶姑94岁冥诞，她已于2016年10月26日去世，2014年1月31日父亲六龄童（本名章宗义）离世，父母白头偕老、恩爱一生，如今在天堂相聚，愿一切安好。我们永远怀念亲爱的父亲和母亲[作揖][作揖][作揖][祈祷][祈祷][祈祷],无,2017-02-10 08:00,iPhone 6 Plus,32445,823,2331
2038,刚进入2017年鸡年还没到的时候就有很多网民朋友在呼唤昴日星官，现在请大家了解一下饰演“昴日星官”的演员、我在 @浙江昆剧团 已故的前辈徐冠春先生。大年初三|聊聊“昴日星官”——戏曲艺术家徐冠春,无,2017-02-09 18:15,iPhone 6 Plus,2875,41,142
2039,成功不是击败别人，而是改变自己 成功不是击败别人，而是改变自己（好文）,无,2017-02-09 11:08,iPhone 6 Plus,3696,196,250
2040,@公安部交通安全微发布    [强壮][握手][耶]大圣，收了神通吧！,无,2017-02-08 21:41,iPhone 6 Plus,2657,37,159
2041,"转发理由:“[猴子]导演” @王宝强 的行者艺术之路[呲牙][握手][耶]
原始用户: 大闹天竺
转发内容: 一个坐立行走，都在模仿“[猴子]”的导演@王宝强 ，向我们永远的美猴王，敬礼！#电影大闹天竺#",无,2017-02-08 19:34,iPhone 6 Plus,4512,47,206
2042,由 @六小龄童工作室 摄影总监 @光影先生1981 张克强拍摄的我在 @王宝强 导演的 #电影大闹天竺# 中的拍摄花絮之七，我在化妆。@大闹天竺 http://t.cn/RJ4CmoX .,无,2017-02-08 15:20,秒拍网页版,4468,64,231
2043,转发微博已被删除,无,2017-02-08 13:53,360安全浏览器,4453,141,305
2044,转发微博已被删除,无,2017-02-08 08:08,iPhone 6 Plus,6610,70,248
2045,"转发理由:为人之道 [good][作揖][握手]
原始用户: 大闹天竺
转发内容: #电影大闹天竺#里的一些小道理，我们一起慢慢懂[心][心][心]。",无,2017-02-07 22:47,iPhone 6 Plus,5828,192,219
2046,美[猴子]王孙悟空五百年前《大闹天宫》，五百年后《大闹天竺》！[呲牙]宝强加油[握手][耶][good]@王宝强 @大闹天竺,无,2017-02-07 19:35,iPhone 6 Plus,9376,406,720
2047,"转发理由:[握手][耶][good]
原始用户: 光影先生1981
转发内容: 剧透大电影《大闹天竺》拍摄现场“悟空”@六小龄童 与“武空”@王宝强 的大圣情缘[握手][赞][作揖]",无,2017-02-07 11:08,360安全浏览器,5826,79,301
2048,"转发理由:看我七十二变[呲牙][ok][拳头]
原始用户: 光影先生1981
转发内容: 剧透“美猴王”六小龄童老师在印度拍摄王宝强导演的大电影《大闹天竺》时的七十二变造型及拍摄花絮[嘻嘻]@六小龄童 @王宝强 @大闹天竺 @cucn201白客 @六小龄童工作室",无,2017-02-06 22:50,iPhone 6 Plus,9090,119,495
2049,今天上海的《新民晚报》刊登著名媒体大家俞亮鑫先生撰文，衷心感谢大家对我的鼓励与支持……[作揖][握手][祈祷] @新民晚报新民网 【新闻追踪】日本“孙悟空”带来的提醒,无,2017-02-06 20:12,iPhone 6 Plus,2865,53,190
2050,今年春节期间，宝岛台湾101大楼内有个神圣是何方人氏？[呲牙][good][握手],无,2017-02-06 19:12,iPhone 6 Plus,8072,47,338
2051,武汉不是终点，路在脚下，宝强勇敢前行！@王宝强 @大闹天竺 [握手][耶][拳头],无,2017-02-06 15:01,360安全浏览器,6317,48,195
2052,谢谢宝强艺友及观众朋友们对我的厚爱 @王宝强 @大闹天竺 [握手][作揖][祈祷]六小龄童工作室的秒拍视频,无,2017-02-06 11:01,iPhone 6 Plus,10527,904,823
2053,@tcszg张胜  @中国优秀特长生-北京 [good][握手][耶]  校园之星开幕 | 美猴王携两岸四地青少年朋友欢闹香港海洋公园！,无,2017-02-06 09:19,360安全浏览器,1795,21,71
2054,瞬间即历史便成永恒 [good][握手][作揖] 朋友圈里最珍贵的合影,无,2017-02-06 08:08,360安全浏览器,2641,103,173
2055,"今晚19时中央人民广播电台文艺之声整点播出由我主演的电影《财迷》将于暑假上映资讯一条。本条侧重介绍片中我突破形象，挑战富豪和菜农的“双面人生”。播出频率FM106.6,央广网www.cnr.cn 文艺之声同步直播并可点播。同时通过手机APP蜻蜓电台文艺之声频率同步直播。 @文艺之声 @电影财迷官微 @麦丹影视上海有限公司 @董董Dora",无,2017-02-05 17:58,360安全浏览器,4962,83,295
